Commune;Code Postal;Code INSEE
Nouvron-Vingre;2290;2562
Noyales;2120;2563
Noyant-Et-Aconin;2200;2564
Oeuilly;2160;2565
Ognes;2300;2566
Ohis;2500;2567
Oigny-En-Valois;2600;2568
Oisy;2450;2569
Ollezy;2480;2570
Omissy;2100;2571
Orainville;2190;2572
Orgeval;2860;2573
Origny-En-Thierache;2550;2574
Origny-Sainte-Benoite;2390;2575
Osly-Courtil;2290;2576
Ostel;2370;2577
Oulches-La-Vallee-Foulon;2160;2578
Oulchy-La-Ville;2210;2579
Oulchy-Le-Chateau;2210;2580
Paars;2220;2581
Paissy;2160;2582
Pancy-Courtecon;2860;2583
Papleux;2260;2584
Parcy-Et-Tigny;2210;2585
Parfondeval;2360;2586
Parfondru;2840;2587
Pargnan;2160;2588
Pargny-Filain;2000;2589
Pargny-La-Dhuys;2330;2590
Pargny-Les-Bois;2270;2591
Parpeville;2240;2592
Pasly;2200;2593
Passy-En-Valois;2470;2594
Passy-Sur-Marne;2850;2595
Pavant;2310;2596
Perles;2160;2597
Pernant;2200;2598
Pierremande;2300;2599
Pierrepont;2350;2600
Pignicourt;2190;2601
Pinon;2320;2602
Pithon;2480;2604
Pleine-Selve;2240;2605
Le Plessier-Huleu;2210;2606
Ploisy;2200;2607
Plomion;2140;2608
Ployart-Et-Vaurseine;2860;2609
Pommiers;2200;2610
Pont-Arcy;2160;2612
Pontavert;2160;2613
Pontru;2490;2614
Pontruet;2490;2615
Pont-Saint-Mard;2380;2616
Pouilly-Sur-Serre;2270;2617
Premont;2110;2618
Premontre;2320;2619
Presles-Et-Boves;2370;2620
Presles-Et-Thierny;2860;2621
Priez;2470;2622
Prisces;2140;2623
Proisy;2120;2624
Proix;2120;2625
Prouvais;2190;2626
Proviseux-Et-Plesnoy;2190;2627
Puiseux-En-Retz;2600;2628
Puisieux-Et-Clanlieu;2120;2629
Quierzy;2300;2631
Quincy-Basse;2380;2632
Quincy-Sous-Le-Mont;2220;2633
Raillimont;2360;2634
Ramicourt;2110;2635
Regny;2240;2636
Remaucourt;2100;2637
Remies;2270;2638
Remigny;2440;2639
Renansart;2240;2640
Renneval;2340;2641
Resigny;2360;2642
Ressons-Le-Long;2290;2643
Retheuil;2600;2644
Reuilly-Sauvigny;2850;2645
Revillon;2160;2646
Ribeauville;2110;2647
Ribemont;2240;2648
Rocourt-Saint-Martin;2210;2649
Rocquigny;2260;2650
Rogecourt;2800;2651
Rogny;2140;2652
Romeny-Sur-Marne;2310;2653
Romery;2120;2654
Roncheres;2130;2655
Roucy;2160;2656
Rougeries;2140;2657
Roupy;2590;2658
Rouvroy;2100;2659
Rouvroy-Sur-Serre;2360;2660
Royaucourt-Et-Chailvet;2000;2661
Rozet-Saint-Albin;2210;2662
Rozieres-Sur-Crise;2200;2663
Rozoy-Bellevalle;2540;2664
Grand-Rozoy;2210;2665
Rozoy-Sur-Serre;2360;2666
Saconin-Et-Breuil;2200;2667
Sains-Richaumont;2120;2668
Saint-Agnan;2330;2669
Saint-Algis;2260;2670
Saint-Aubin;2300;2671
Saint-Bandry;2290;2672
Saint-Christophe-A-Berry;2290;2673
Saint-Clement;2360;2674
Sainte-Croix;2820;2675
Saint-Erme-Outre-Et-Ramecourt;2820;2676
Saint-Eugene;2330;2677
Sainte-Genevieve;2340;2678
Saint-Gengoulph;2810;2679
Saint-Gobain;2410;2680
Saint-Gobert;2140;2681
Saint-Mard;2220;2682
Saint-Martin-Riviere;2110;2683
Saint-Michel;2830;2684
Saint-Nicolas-Aux-Bois;2410;2685
Saint-Paul-Aux-Bois;2300;2686
Saint-Pierre-Aigle;2600;2687
Saint-Pierre-Les-Franqueville;2140;2688
Saint-Pierremont;2250;2689
Sainte-Preuve;2350;2690
Saint-Quentin;2100;2691
Saint-Remy-Blanzy;2210;2693
Saint-Simon;2640;2694
Saint-Thibaut;2220;2695
Saint-Thomas;2820;2696
Samoussy;2840;2697
Sancy-Les-Cheminots;2880;2698
Saponay;2130;2699
Saulchery;2310;2701
Savy;2590;2702
Seboncourt;2110;2703
Selens;2300;2704
La Selve;2150;2705
Septmonts;2200;2706
Septvaux;2410;2707
Sequehart;2420;2708
Serain;2110;2709
Seraucourt-Le-Grand;2790;2710
Serches;2220;2711
Sergy;2130;2712
Seringes-Et-Nesles;2130;2713
Sermoise;2220;2714
Serval;2160;2715
Servais;2700;2716
Sery-Les-Mezieres;2240;2717
Silly-La-Poterie;2460;2718
Sinceny;2300;2719
Sissonne;2150;2720
Sissy;2240;2721
Soissons;2200;2722
Soize;2340;2723
Sommelans;2470;2724
Sommeron;2260;2725
Sommette-Eaucourt;2480;2726
Sons-Et-Roncheres;2270;2727
Sorbais;2580;2728
Soucy;2600;2729
Soupir;2160;2730
Le Sourd;2140;2731
Surfontaine;2240;2732
Suzy;2320;2733
Taillefontaine;2600;2734
Tannieres;2220;2735
Tartiers;2290;2736
Tavaux-Et-Pontsericourt;2250;2737
Tergnier;2700;2738
Terny-Sorny;2880;2739
Thenailles;2140;2740
Thenelles;2390;2741
Thiernu;2250;2742
Le Thuel;2340;2743
Torcy-En-Valois;2810;2744
Toulis-Et-Attencourt;2250;2745
Travecy;2800;2746
Trefcon;2490;2747
Trelou-Sur-Marne;2850;2748
Troesnes;2460;2749
Trosly-Loire;2300;2750
Trucy;2860;2751
Tugny-Et-Pont;2640;2752
Tupigny;2120;2753
Ugny-Le-Gay;2300;2754
Urcel;2000;2755
Urvillers;2690;2756
Vadencourt;2120;2757
Vailly-Sur-Aisne;2370;2758
La Vallee-Au-Ble;2140;2759
La Vallee-Mulatre;2110;2760
Variscourt;2190;2761
Vassens;2290;2762
Vasseny;2220;2763
Vassogne;2160;2764
Vaucelles-Et-Beffecourt;2000;2765
Vaudesson;2320;2766
Vauxrezis;2200;2767
Vauxaillon;2320;2768
Vaux-Andigny;2110;2769
Vauxbuin;2200;2770
Vauxcere;2160;2771
Vaux-En-Vermandois;2590;2772
Vauxtin;2220;2773
Vendelles;2490;2774
Vendeuil;2800;2775
Vendhuile;2420;2776
Vendieres;2540;2777
Vendresse-Beaulne;2160;2778
Venerolles;2510;2779
Venizel;2200;2780
Verdilly;2400;2781
Le Verguier;2490;2782
Grand-Verly;2120;2783
Petit-Verly;2630;2784
Vermand;2490;2785
Verneuil-Sous-Coucy;2380;2786
Verneuil-Sur-Serre;2000;2787
Versigny;2800;2788
Vervins;2140;2789
Vesles-Et-Caumont;2350;2790
Veslud;2840;2791
Veuilly-La-Poterie;2810;2792
Vezaponin;2290;2793
Vezilly;2130;2794
Vic-Sur-Aisne;2290;2795
Vichel-Nanteuil;2210;2796
Viel-Arcy;2160;2797
Viels-Maisons;2540;2798
Vierzy;2210;2799
Viffort;2540;2800
Vigneux-Hocquet;2340;2801
La Ville-Aux-Bois-Les-Dizy;2340;2802
La Ville-Aux-Bois-Les-Pontavert;2160;2803
Villemontoire;2210;2804
Villeneuve-Saint-Germain;2200;2805
Villeneuve-Sur-Fere;2130;2806
Villequier-Aumont;2300;2807
Villeret;2420;2808
Villers-Agron-Aiguizy;2130;2809
Villers-Cotterets;2600;2810
Villers-En-Prayeres;2160;2811
Villers-Helon;2600;2812
Villers-Le-Sec;2240;2813
Villers-Les-Guise;2120;2814
Villers-Saint-Christophe;2590;2815
Villers-Sur-Fere;2130;2816
Ville-Savoye;2220;2817
Villiers-Saint-Denis;2310;2818
Vincy-Reuil-Et-Magny;2340;2819
Viry-Noureuil;2300;2820
Vivaise;2870;2821
Vivieres;2600;2822
Voharies;2140;2823
Vorges;2860;2824
Voulpaix;2140;2826
Voyenne;2250;2827
Vregny;2880;2828
Vuillery;2880;2829
Wassigny;2630;2830
Watigny;2830;2831
Wiege-Faty;2120;2832
Wimy;2500;2833
Wissignicourt;2320;2834
Abrest;3200;3001
Agonges;3210;3002
Ainay-Le-Chateau;3360;3003
Andelaroche;3120;3004
Archignat;3380;3005
Arfeuilles;3120;3006
Arpheuilles-Saint-Priest;3420;3007
Arronnes;3250;3008
Aubigny;3460;3009
Audes;3190;3010
Aurouer;3460;3011
Autry-Issards;3210;3012
Avermes;3000;3013
Avrilly;3130;3014
Bagneux;3460;3015
Barberier;3140;3016
Barrais-Bussolles;3120;3017
Bayet;3500;3018
Beaulon;3230;3019
Beaune-D'Allier;3390;3020
Begues;3800;3021
Bellenaves;3330;3022
Bellerive-Sur-Allier;3700;3023
Bert;3130;3024
Bessay-Sur-Allier;3340;3025
Besson;3210;3026
Bezenet;3170;3027
Billezois;3120;3028
Billy;3260;3029
Biozat;3800;3030
Bizeneuille;3170;3031
Blomard;3390;3032
Bost;3300;3033
Bouce;3150;3034
Le Bouchaud;3130;3035
Bourbon-L'Archambault;3160;3036
Braize;3360;3037
Bransat;3500;3038
Bresnay;3210;3039
Bressolles;3000;3040
Le Brethon;3350;3041
Le Breuil;3120;3042
Brout-Vernet;3110;3043
Brugheas;3700;3044
Busset;3270;3045
Buxieres-Les-Mines;3440;3046
La Celle;3600;3047
Cerilly;3350;3048
Cesset;3500;3049
La Chabanne;3250;3050
Chamberat;3370;3051
Chamblet;3170;3052
Chantelle;3140;3053
Chapeau;3340;3054
La Chapelaude;3380;3055
La Chapelle;3300;3056
La Chapelle-Aux-Chasses;3230;3057
Chappes;3390;3058
Chareil-Cintrat;3140;3059
Charmeil;3110;3060
Charmes;3800;3061
Charroux;3140;3062
Chassenard;3510;3063
Chateau-Sur-Allier;3320;3064
Chatel-De-Neuvre;3500;3065
Chatel-Montagne;3250;3066
Chatelperron;3220;3067
Chatelus;3120;3068
Chatillon;3210;3069
Chavenon;3440;3070
Chavroches;3220;3071
Chazemais;3370;3072
Chemilly;3210;3073
Chevagnes;3230;3074
Chezelle;3140;3075
Chezy;3230;3076
Chirat-L'Eglise;3330;3077
Chouvigny;3450;3078
Cindre;3220;3079
Cognat-Lyonne;3110;3080
Colombier;3600;3081
Commentry;3600;3082
Contigny;3500;3083
Cosne-D'Allier;3430;3084
Coulandon;3000;3085
Coulanges;3470;3086
Couleuvre;3320;3087
Courcais;3370;3088
Coutansouze;3330;3089
Couzon;3160;3090
Crechy;3150;3091
Cressanges;3240;3092
Creuzier-Le-Neuf;3300;3093
Creuzier-Le-Vieux;3300;3094
Cusset;3300;3095
Deneuille-Les-Chantelle;3140;3096
Deneuille-Les-Mines;3170;3097
Desertines;3630;3098
Deux-Chaises;3240;3099
Diou;3290;3100
Domerat;3410;3101
Dompierre-Sur-Besbre;3290;3102
Le Donjon;3130;3103
Doyet;3170;3104
Droiturier;3120;3105
Durdat-Larequille;3310;3106
Ebreuil;3450;3107
Echassieres;3330;3108
Escurolles;3110;3109
Espinasse-Vozelle;3110;3110
Estivareilles;3190;3111
Etroussat;3140;3112
Ferrieres-Sur-Sichon;3250;3113
La Ferte-Hauterive;3340;3114
Fleuriel;3140;3115
Fourilles;3140;3116
Franchesse;3160;3117
Gannat;3800;3118
Gannay-Sur-Loire;3230;3119
Garnat-Sur-Engievre;3230;3120
Gennetines;3400;3121
Gipcy;3210;3122
Givarlais;3190;3123
Gouise;3340;3124
La Guillermie;3250;3125
Hauterive;3270;3126
Herisson;3190;3127
Huriel;3380;3128
Hyds;3600;3129
Isle-Et-Bardais;3360;3130
Isserpent;3120;3131
Jaligny-Sur-Besbre;3220;3132
Jenzat;3800;3133
Lafeline;3500;3134
Lalizolle;3450;3135
Lamaids;3380;3136
Langy;3150;3137
Lapalisse;3120;3138
Laprugne;3250;3139
Lavault-Sainte-Anne;3100;3140
Lavoine;3250;3141
Lenax;3130;3142
Letelon;3360;3143
Liernolles;3130;3144
Lignerolles;3410;3145
Limoise;3320;3146
Loddes;3130;3147
Loriges;3500;3148
Louchy-Montfand;3500;3149
Louroux-Bourbonnais;3350;3150
Louroux-De-Beaune;3600;3151
Louroux-De-Bouble;3330;3152
Louroux-Hodement;3190;3153
Luneau;3130;3154
Lurcy-Levis;3320;3155
Lusigny;3230;3156
Magnet;3260;3157
Maillet;3190;3158
Malicorne;3600;3159
Marcenat;3260;3160
Marcillat-En-Combraille;3420;3161
Marigny;3210;3162
Mariol;3270;3163
Le Mayet-D'Ecole;3800;3164
Le Mayet-De-Montagne;3250;3165
Mazerier;3800;3166
Mazirat;3420;3167
Meaulne;3360;3168
Meillard;3500;3169
Meillers;3210;3170
Mercy;3340;3171
Mesples;3370;3172
Molinet;3510;3173
Molles;3300;3174
Monestier;3140;3175
Monetay-Sur-Allier;3500;3176
Monetay-Sur-Loire;3470;3177
Montaiguet-En-Forez;3130;3178
Montaigu-Le-Blin;3150;3179
Montbeugny;3340;3180
Montcombroux-Les-Mines;3130;3181
Monteignet-Sur-L'Andelot;3800;3182
Le Montet;3240;3183
Montilly;3000;3184
Montlucon;3100;3185
Montmarault;3390;3186
Montoldre;3150;3187
Montord;3500;3188
Montvicq;3170;3189
Moulins;3000;3190
Murat;3390;3191
Nades;3450;3192
Nassigny;3190;3193
Naves;3330;3194
Neris-Les-Bains;3310;3195
Neuilly-En-Donjon;3130;3196
Neuilly-Le-Real;3340;3197
Neure;3320;3198
Neuvy;3000;3200
Nizerolles;3250;3201
Noyant-D'Allier;3210;3202
Paray-Le-Fresil;3230;3203
Paray-Sous-Briailles;3500;3204
Perigny;3120;3205
La Petite-Marche;3420;3206
Pierrefitte-Sur-Loire;3470;3207
Le Pin;3130;3208
Poezat;3800;3209
Pouzy-Mesangy;3320;3210
Premilhat;3410;3211
Quinssaines;3380;3212
Reugny;3190;3213
Rocles;3240;3214
Rongeres;3150;3215
Ronnet;3420;3216
Saint-Angel;3170;3217
Saint-Aubin-Le-Monial;3160;3218
Saint-Bonnet-De-Four;3390;3219
Saint-Bonnet-De-Rochefort;3800;3220
Saint-Bonnet-Troncais;3360;3221
Saint-Caprais;3190;3222
Saint-Christophe;3120;3223
Saint-Clement;3250;3224
Saint-Desire;3370;3225
Saint-Didier-En-Donjon;3130;3226
Saint-Didier-La-Foret;3110;3227
Saint-Eloy-D'Allier;3370;3228
Saint-Ennemond;3400;3229
Saint-Etienne-De-Vicq;3300;3230
Saint-Fargeol;3420;3231
Saint-Felix;3260;3232
Saint-Genest;3310;3233
Saint-Gerand-De-Vaux;3340;3234
Saint-Gerand-Le-Puy;3150;3235
Saint-Germain-Des-Fosses;3260;3236
Saint-Germain-De-Salles;3140;3237
Saint-Hilaire;3440;3238
Saint-Leger-Sur-Vouzance;3130;3239
Saint-Leon;3220;3240
Saint-Leopardin-D'Augy;3160;3241
Saint-Loup;3150;3242
Saint-Marcel-En-Murat;3390;3243
Saint-Marcel-En-Marcillat;3420;3244
Saint-Martin-Des-Lais;3230;3245
Saint-Martinien;3380;3246
Saint-Menoux;3210;3247
Saint-Nicolas-Des-Biefs;3250;3248
Saint-Palais;3370;3249
Saint-Pierre-Laval;42620;3250
Saint-Plaisir;3160;3251
Saint-Pont;3110;3252
Saint-Pourcain-Sur-Besbre;3290;3253
Saint-Pourcain-Sur-Sioule;3500;3254
Saint-Priest-D'Andelot;3800;3255
Saint-Priest-En-Murat;3390;3256
Saint-Prix;3120;3257
Saint-Remy-En-Rollat;3110;3258
Saint-Sauvier;3370;3259
Saint-Sornin;3240;3260
Sainte-Therence;3420;3261
Saint-Victor;3410;3262
Saint-Voir;3220;3263
Saint-Yorre;3270;3264
Saligny-Sur-Roudon;3470;3265
Sanssat;3150;3266
Saulcet;3500;3267
Saulzet;3800;3268
Sauvagny;3430;3269
Sazeret;3390;3270
Serbannes;3700;3271
Servilly;3120;3272
Seuillet;3260;3273
Sorbier;3220;3274
Souvigny;3210;3275
Sussat;3450;3276
Target;3140;3277
Taxat-Senat;3140;3278
Teillet-Argenty;3410;3279
Terjat;3420;3280
Le Theil;3240;3281
Theneuille;3350;3282
Thiel-Sur-Acolin;3230;3283
Thionne;3220;3284
Tortezais;3430;3285
Toulon-Sur-Allier;3400;3286
Treban;3240;3287
Treignat;3380;3288
Treteau;3220;3289
Trevol;3460;3290
Trezelles;3220;3291
Tronget;3240;3292
Urcay;3360;3293
Ussel-D'Allier;3140;3294
Valignat;3330;3295
Valigny;3360;3296
Vallon-En-Sully;3190;3297
Varennes-Sur-Allier;3150;3298
Varennes-Sur-Teche;3220;3299
Vaumas;3220;3300
Vaux;3190;3301
Veauce;3450;3302
Venas;3190;3303
Vendat;3110;3304
Verneix;3190;3305
Le Vernet;3200;3306
Verneuil-En-Bourbonnais;3500;3307
Vernusse;3390;3308
Le Veurdre;3320;3309
Vichy;3200;3310
Vicq;3450;3311
Vieure;3430;3312
Le Vilhain;3350;3313
Villebret;3310;3314
Villefranche-D'Allier;3430;3315
Villeneuve-Sur-Allier;3460;3316
Viplaix;3370;3317
Vitray;3360;3318
Voussac;3140;3319
Ygrande;3160;3320
Yzeure;3400;3321
Aiglun;4510;4001
Allemagne-En-Provence;4500;4004
Allons;4170;4005
Allos;4260;4006
Angles;4170;4007
Annot;4240;4008
Archail;4420;4009
Aubenas-Les-Alpes;4110;4012
Aubignosc;4200;4013
Authon;4200;4016
Auzet;4140;4017
Banon;4150;4018
Barcelonnette;4400;4019
Barles;4140;4020
Barras;4380;4021
Barreme;4330;4022
Bayons;4250;4023
Beaujeu;4420;4024
Beauvezer;4370;4025
Bellaffaire;4250;4026
Bevons;4200;4027
Beynes;4270;4028
Blieux;4330;4030
Bras-D'Asse;4270;4031
Braux;4240;4032
La Breole;4340;4033
La Brillanne;4700;4034
Brunet;4210;4035
Le Brusquet;4420;4036
Le Caire;4250;4037
Castellane;4120;4039
Le Castellard-Melan;4380;4040
Le Castellet;4700;4041
Castellet-Les-Sausses;4320;4042
Val-De-Chalvagne;4320;4043
Cereste;4280;4045
Le Chaffaut-Saint-Jurson;4510;4046
Champtercier;4660;4047
Chateau-Arnoux-Saint-Auban;4160;4049
Chateaufort;4250;4050
Chateauneuf-Miravail;4200;4051
Chateauneuf-Val-Saint-Donat;4200;4053
Chateauredon;4270;4054
Chaudon-Norante;4330;4055
Clamensane;4250;4057
Claret;5110;4058
Clumanc;4330;4059
Colmars;4370;4061
La Condamine-Chatelard;4530;4062
Corbieres;4220;4063
Cruis;4230;4065
Curbans;5110;4066
Curel;4200;4067
Dauphin;4300;4068
Demandolx;4120;4069
Digne-Les-Bains;4000;4070
Draix;4420;4072
Enchastrayes;4400;4073
Entrages;4000;4074
Entrepierres;4200;4075
Entrevaux;4320;4076
Entrevennes;4700;4077
L'Escale;4160;4079
Esparron-De-Verdon;4800;4081
Estoublon;4270;4084
Faucon-Du-Caire;4250;4085
Faucon-De-Barcelonnette;4400;4086
Fontienne;4230;4087
Forcalquier;4300;4088
Le Fugeret;4240;4090
Ganagobie;4310;4091
La Garde;4120;4092
Gigors;4250;4093
Greoux-Les-Bains;4800;4094
L'Hospitalet;4150;4095
Jausiers;4850;4096
La Javie;4420;4097
Lambruisse;4170;4099
Larche;4530;4100
Lardiers;4230;4101
Le Lauzet-Ubaye;4340;4102
Limans;4300;4104
Lurs;4700;4106
Majastres;4270;4107
Malijai;4350;4108
Mallefougasse-Auges;4230;4109
Mallemoisson;4510;4110
Mane;4300;4111
Manosque;4100;4112
Marcoux;4420;4113
Meailles;4240;4115
Les Mees;4190;4116
Melve;4250;4118
Meyronnes;4530;4120
Mezel;4270;4121
Mirabeau;4510;4122
Mison;4200;4123
Montagnac-Montpezat;4500;4124
Montclar;4140;4126
Montfort;4600;4127
Montfuron;4110;4128
Montjustin;4110;4129
Montlaux;4230;4130
Montsalier;4150;4132
Moriez;4170;4133
La Motte-Du-Caire;4250;4134
Moustiers-Sainte-Marie;4360;4135
La Mure-Argens;4170;4136
Nibles;4250;4137
Niozelles;4300;4138
Noyers-Sur-Jabron;4200;4139
Les Omergues;4200;4140
Ongles;4230;4141
Oppedette;4110;4142
Oraison;4700;4143
La Palud-Sur-Verdon;4120;4144
Peipin;4200;4145
Peyroules;4120;4148
Peyruis;4310;4149
Piegut;5130;4150
Pierrerue;4300;4151
Pierrevert;4860;4152
Pontis;5160;4154
Prads-Haute-Bleone;4420;4155
Puimichel;4700;4156
Puimoisson;4410;4157
Quinson;4500;4158
Redortiers;4150;4159
Reillanne;4110;4160
Meolans-Revel;4340;4161
Revest-Des-Brousses;4150;4162
Revest-Du-Bion;4150;4163
Revest-Saint-Martin;4230;4164
Riez;4500;4166
La Robine-Sur-Galabre;4000;4167
La Rochegiron;4150;4169
La Rochette;6260;4170
Rougon;4120;4171
Roumoules;4500;4172
Saint-Andre-Les-Alpes;4170;4173
Saint-Benoit;4240;4174
Sainte-Croix-A-Lauze;4110;4175
Sainte-Croix-Du-Verdon;4500;4176
Hautes-Duyes;4380;4177
Saint-Etienne-Les-Orgues;4230;4178
Saint-Geniez;4200;4179
Saint-Jacques;4330;4180
Saint-Jeannet;4270;4181
Saint-Julien-D'Asse;4270;4182
Saint-Julien-Du-Verdon;4170;4183
Saint-Jurs;4410;4184
Saint-Laurent-Du-Verdon;4500;4186
Saint-Lions;4330;4187
Saint-Maime;4300;4188
Saint-Martin-De-Bromes;4800;4189
Saint-Martin-Les-Eaux;4300;4190
Saint-Martin-Les-Seyne;4140;4191
Saint-Michel-L'Observatoire;4870;4192
Saint-Paul-Sur-Ubaye;4530;4193
Saint-Pierre;6260;4194
Saint-Pons;4400;4195
Sainte-Tulle;4220;4197
Saint-Vincent-Les-Forts;4340;4198
Saint-Vincent-Sur-Jabron;4200;4199
Salignac;4290;4200
Saumane;4150;4201
Sausses;4320;4202
Selonnet;4140;4203
Senez;4330;4204
Seyne;4140;4205
Sigonce;4300;4206
Sigoyer;4200;4207
Simiane-La-Rotonde;4150;4208
Sisteron;4200;4209
Soleilhas;4120;4210
Sourribes;4290;4211
Tartonne;4330;4214
Theze;4200;4216
Thoard;4380;4217
Thorame-Basse;4170;4218
Thorame-Haute;4170;4219
Les Thuiles;4400;4220
Turriers;4250;4222
Ubraye;4240;4224
Uvernet-Fours;4400;4226
Vacheres;4110;4227
Valavoire;4250;4228
Valbelle;4200;4229
Valensole;4210;4230
Valernes;4200;4231
Vaumeilh;4200;4233
Venterol;5130;4234
Verdaches;4140;4235
Vergons;4170;4236
Le Vernet;4140;4237
Villars-Colmars;4370;4240
Villemus;4110;4241
Villeneuve;4180;4242
Volonne;4290;4244
Volx;4130;4245
Abries;5460;5001
Agnieres-En-Devoluy;5250;5002
Aiguilles;5470;5003
Ancelle;5260;5004
Antonaves;5300;5005
L'Argentiere-La-Bessee;5120;5006
Arvieux;5350;5007
Aspremont;5140;5008
Aspres-Les-Corps;5800;5009
Aspres-Sur-Buech;5140;5010
Avancon;5230;5011
Baratier;5200;5012
Barcillonnette;5110;5013
Barret-Sur-Meouge;5300;5014
La Batie-Montsaleon;5700;5016
La Batie-Neuve;5230;5017
La Batie-Vieille;5000;5018
La Beaume;5140;5019
Benevent-Et-Charbillac;5500;5020
Le Bersac;5700;5021
Breziers;5190;5022
Briancon;5100;5023
Bruis;5150;5024
Buissard;5500;5025
Ceillac;5600;5026
Cervieres;5100;5027
Chabestan;5400;5028
Chabottes;5260;5029
Champcella;5310;5031
Champoleon;5260;5032
Chanousse;5700;5033
Chateauneuf-De-Chabre;5300;5034
Chateauneuf-D'Oze;5400;5035
Chateauroux-Les-Alpes;5380;5036
Chateauvieux;5000;5037
Chateau-Ville-Vieille;5350;5038
Chauffayer;5800;5039
Chorges;5230;5040
La Cluse;5250;5042
Les Costes;5500;5043
Crevoux;5200;5044
Crots;5200;5045
Embrun;5200;5046
Eourres;5300;5047
L'Epine;5700;5048
Esparron;5110;5049
Espinasses;5190;5050
Etoile-Saint-Cyrice;5700;5051
Eygliers;5600;5052
Eyguians;5300;5053
La Fare-En-Champsaur;5500;5054
La Faurie;5140;5055
Forest-Saint-Julien;5260;5056
Fouillouse;5130;5057
Freissinieres;5310;5058
La Freissinouse;5000;5059
Furmeyer;5400;5060
Gap;5000;5061
Le Glaizil;5800;5062
La Grave;5320;5063
La Chapelle-En-Valgaudemar;5800;5064
Guillestre;5600;5065
La Haute-Beaume;5140;5066
Les Infournas;5500;5067
Jarjayes;5130;5068
Lagrand;5300;5069
Laragne-Monteglin;5300;5070
Lardier-Et-Valenca;5110;5071
Laye;5500;5072
Lazer;5300;5073
Lettret;5130;5074
Manteyer;5400;5075
Mereuil;5700;5076
Molines-En-Queyras;5350;5077
Monetier-Allemont;5110;5078
Le Monetier-Les-Bains;5220;5079
Montbrand;5140;5080
Montclus;5700;5081
Mont-Dauphin;5600;5082
Montgardin;5230;5084
Montgenevre;5100;5085
Montjay;5150;5086
Montmaur;5400;5087
Montmorin;5150;5088
Montrond;5700;5089
La Motte-En-Champsaur;5500;5090
Moydans;5150;5091
Neffes;5000;5092
Nevache;5100;5093
Nossage-Et-Benevent;5700;5094
Le Noyer;5500;5095
Orcieres;5170;5096
Orpierre;5700;5097
Les Orres;5200;5098
Oze;5400;5099
Pelleautier;5000;5100
Pelvoux;5340;5101
La Piarre;5700;5102
Le Poet;5300;5103
Poligny;5500;5104
Prunieres;5230;5106
Puy-Saint-Andre;5100;5107
Puy-Saint-Eusebe;5200;5108
Puy-Saint-Pierre;5100;5109
Puy-Saint-Vincent;5290;5110
Puy-Sanieres;5200;5111
Rabou;5400;5112
Rambaud;5000;5113
Reallon;5160;5114
Remollon;5190;5115
Reotier;5600;5116
Ribeyret;5150;5117
Ribiers;5300;5118
Risoul;5600;5119
Ristolas;5460;5120
Rochebrune;5190;5121
La Roche-De-Rame;5310;5122
La Roche-Des-Arnauds;5400;5123
La Rochette;5000;5124
Rosans;5150;5126
Rousset;5190;5127
Saint-Andre-D'Embrun;5200;5128
Saint-Andre-De-Rosans;5150;5129
Saint-Apollinaire;5160;5130
Saint-Auban-D'Oze;5400;5131
Saint-Bonnet-En-Champsaur;5500;5132
Saint-Chaffrey;5330;5133
Saint-Clement-Sur-Durance;5600;5134
Sainte-Colombe;5700;5135
Saint-Crepin;5600;5136
Saint-Disdier;5250;5138
Saint-Etienne-En-Devoluy;5250;5139
Saint-Etienne-Le-Laus;5130;5140
Saint-Eusebe-En-Champsaur;5500;5141
Saint-Firmin;5800;5142
Saint-Genis;5300;5143
Saint-Jacques-En-Valgodemard;5800;5144
Saint-Jean-Saint-Nicolas;5260;5145
Saint-Julien-En-Beauchene;5140;5146
Saint-Julien-En-Champsaur;5500;5147
Saint-Laurent-Du-Cros;5500;5148
Saint-Leger-Les-Melezes;5260;5149
Sainte-Marie;5150;5150
Saint-Martin-De-Queyrieres;5120;5151
Saint-Maurice-En-Valgodemard;5800;5152
Saint-Michel-De-Chaillol;5260;5153
Saint-Pierre-D'Argencon;5140;5154
Saint-Pierre-Avez;5300;5155
Saint-Sauveur;5200;5156
Saint-Veran;5350;5157
Le Saix;5400;5158
Saleon;5300;5159
Salerans;5300;5160
La Salle-Les-Alpes;5240;5161
La Saulce;5110;5162
Le Sauze-Du-Lac;5160;5163
Savines-Le-Lac;5160;5164
Savournon;5700;5165
Serres;5700;5166
Sigottier;5700;5167
Sigoyer;5130;5168
Sorbiers;5150;5169
Tallard;5130;5170
Theus;5190;5171
Trescleoux;5700;5172
Upaix;5300;5173
Val-Des-Pres;5100;5174
Vallouise;5290;5175
Valserres;5130;5176
Vars;5560;5177
Ventavon;5300;5178
